file_path,label
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/stop_0205.wav,stop
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/down_0003.wav,down
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/dog_0130.wav,dog
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/right_0014.wav,right
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/one_0174.wav,one
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/five_0155.wav,five
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/go_0158.wav,go
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/stop_0057.wav,stop
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/go_0164.wav,go
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/sheila_0048.wav,sheila
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/stop_0225.wav,stop
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/stop_0026.wav,stop
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/zero_0018.wav,zero
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/left_0191.wav,left
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/no_0118.wav,no
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/stop_0119.wav,stop
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/off_0118.wav,off
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/eight_0230.wav,eight
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/five_0032.wav,five
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/house_0115.wav,house
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/bed_0118.wav,bed
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/left_0058.wav,left
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/three_0146.wav,three
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/left_0075.wav,left
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/two_0083.wav,two
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/right_0222.wav,right
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/house_0083.wav,house
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/two_0151.wav,two
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/off_0162.wav,off
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/four_0105.wav,four
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/off_0201.wav,off
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/off_0022.wav,off
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/marvin_0035.wav,marvin
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/three_0104.wav,three
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/bird_0050.wav,bird
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/right_0103.wav,right
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/bird_0047.wav,bird
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/wow_0114.wav,wow
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/four_0196.wav,four
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/seven_0141.wav,seven
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/two_0161.wav,two
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/on_0010.wav,on
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/up_0057.wav,up
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/four_0201.wav,four
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/left_0140.wav,left
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/bird_0024.wav,bird
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/three_0162.wav,three
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/marvin_0117.wav,marvin
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/one_0204.wav,one
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/five_0087.wav,five
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/four_0088.wav,four
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/two_0048.wav,two
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/down_0157.wav,down
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/eight_0033.wav,eight
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/seven_0033.wav,seven
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/bird_0055.wav,bird
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/six_0187.wav,six
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/go_0069.wav,go
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/sheila_0068.wav,sheila
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/marvin_0052.wav,marvin
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/left_0204.wav,left
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/marvin_0063.wav,marvin
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/up_0006.wav,up
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/no_0133.wav,no
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/go_0207.wav,go
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/no_0201.wav,no
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/up_0145.wav,up
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/zero_0202.wav,zero
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/happy_0022.wav,happy
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/on_0086.wav,on
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/on_0227.wav,on
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/two_0225.wav,two
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/three_0029.wav,three
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/four_0134.wav,four
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/off_0005.wav,off
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/yes_0137.wav,yes
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/zero_0106.wav,zero
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/six_0110.wav,six
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/right_0034.wav,right
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/no_0157.wav,no
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/one_0132.wav,one
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/bird_0038.wav,bird
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/one_0042.wav,one
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/eight_0138.wav,eight
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/go_0015.wav,go
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/left_0103.wav,left
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/right_0108.wav,right
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/three_0205.wav,three
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/right_0003.wav,right
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/no_0212.wav,no
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/stop_0025.wav,stop
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/on_0231.wav,on
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/three_0081.wav,three
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/down_0028.wav,down
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/dog_0122.wav,dog
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/no_0235.wav,no
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/five_0070.wav,five
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/right_0166.wav,right
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/three_0071.wav,three
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/yes_0213.wav,yes
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/no_0054.wav,no
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/right_0054.wav,right
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/go_0200.wav,go
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/no_0064.wav,no
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/on_0003.wav,on
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/three_0168.wav,three
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/happy_0158.wav,happy
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/seven_0130.wav,seven
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/on_0200.wav,on
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/on_0226.wav,on
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/three_0042.wav,three
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/down_0015.wav,down
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/marvin_0019.wav,marvin
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/no_0211.wav,no
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/no_0207.wav,no
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/sheila_0103.wav,sheila
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/tree_0125.wav,tree
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/four_0053.wav,four
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/bed_0142.wav,bed
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/down_0161.wav,down
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/six_0189.wav,six
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/cat_0151.wav,cat
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/no_0072.wav,no
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/cat_0125.wav,cat
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/one_0228.wav,one
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/left_0170.wav,left
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/dog_0124.wav,dog
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/wow_0090.wav,wow
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/cat_0129.wav,cat
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/bird_0084.wav,bird
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/sheila_0013.wav,sheila
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/stop_0047.wav,stop
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/wow_0162.wav,wow
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/yes_0194.wav,yes
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/on_0219.wav,on
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/dog_0048.wav,dog
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/one_0031.wav,one
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/off_0186.wav,off
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/one_0137.wav,one
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/six_0128.wav,six
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/five_0193.wav,five
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/five_0107.wav,five
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/go_0013.wav,go
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/three_0185.wav,three
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/happy_0081.wav,happy
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/on_0103.wav,on
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/dog_0140.wav,dog
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/six_0178.wav,six
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/tree_0066.wav,tree
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/house_0102.wav,house
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/on_0023.wav,on
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/six_0066.wav,six
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/marvin_0028.wav,marvin
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/sheila_0131.wav,sheila
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/off_0071.wav,off
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/yes_0029.wav,yes
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/four_0055.wav,four
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/one_0155.wav,one
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/on_0036.wav,on
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/right_0199.wav,right
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/on_0115.wav,on
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/left_0021.wav,left
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/six_0230.wav,six
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/bird_0015.wav,bird
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/off_0211.wav,off
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/marvin_0001.wav,marvin
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/two_0061.wav,two
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/right_0045.wav,right
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/off_0225.wav,off
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/right_0203.wav,right
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/on_0110.wav,on
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/cat_0109.wav,cat
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/four_0138.wav,four
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/two_0194.wav,two
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/three_0173.wav,three
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/no_0045.wav,no
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/house_0075.wav,house
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/bird_0163.wav,bird
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/up_0058.wav,up
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/down_0067.wav,down
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/dog_0103.wav,dog
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/bed_0061.wav,bed
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/two_0202.wav,two
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/cat_0150.wav,cat
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/two_0096.wav,two
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/house_0002.wav,house
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/five_0128.wav,five
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/six_0076.wav,six
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/yes_0024.wav,yes
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/eight_0030.wav,eight
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/one_0161.wav,one
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/bird_0010.wav,bird
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/down_0163.wav,down
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/bird_0093.wav,bird
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/five_0229.wav,five
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/yes_0169.wav,yes
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/eight_0173.wav,eight
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/six_0098.wav,six
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/cat_0047.wav,cat
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/up_0202.wav,up
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/yes_0063.wav,yes
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/down_0091.wav,down
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/down_0205.wav,down
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/three_0117.wav,three
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/three_0006.wav,three
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/stop_0129.wav,stop
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/three_0234.wav,three
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/yes_0178.wav,yes
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/five_0151.wav,five
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/zero_0220.wav,zero
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/nine_0058.wav,nine
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/yes_0037.wav,yes
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/on_0130.wav,on
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/stop_0018.wav,stop
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/five_0036.wav,five
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/eight_0120.wav,eight
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/no_0070.wav,no
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/zero_0027.wav,zero
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/on_0180.wav,on
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/up_0121.wav,up
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/bed_0135.wav,bed
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/off_0088.wav,off
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/happy_0028.wav,happy
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/three_0193.wav,three
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/house_0072.wav,house
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/up_0107.wav,up
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/four_0023.wav,four
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/seven_0102.wav,seven
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/eight_0206.wav,eight
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/cat_0170.wav,cat
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/down_0215.wav,down
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/one_0118.wav,one
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/on_0210.wav,on
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/left_0144.wav,left
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/off_0157.wav,off
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/tree_0048.wav,tree
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/one_0082.wav,one
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/left_0006.wav,left
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/down_0109.wav,down
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/zero_0169.wav,zero
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/seven_0157.wav,seven
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/nine_0109.wav,nine
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/sheila_0142.wav,sheila
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/three_0166.wav,three
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/seven_0026.wav,seven
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/house_0142.wav,house
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/three_0059.wav,three
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/right_0114.wav,right
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/off_0183.wav,off
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/six_0083.wav,six
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/no_0137.wav,no
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/on_0145.wav,on
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/two_0010.wav,two
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/seven_0198.wav,seven
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/down_0096.wav,down
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/up_0090.wav,up
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/zero_0004.wav,zero
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/nine_0055.wav,nine
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/up_0108.wav,up
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/marvin_0054.wav,marvin
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/left_0155.wav,left
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/bird_0113.wav,bird
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/one_0034.wav,one
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/up_0083.wav,up
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/five_0099.wav,five
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/five_0198.wav,five
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/dog_0071.wav,dog
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/dog_0107.wav,dog
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/go_0226.wav,go
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/five_0040.wav,five
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/down_0223.wav,down
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/stop_0137.wav,stop
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/four_0123.wav,four
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/bird_0101.wav,bird
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/dog_0118.wav,dog
/home/melan/supervised-vs-SSL/data/preprocessed/10s_speech/dog_0096.wav,dog
